"country_name","region","income_group","year","coverage","cancer_prevented","deaths_prevented","assumption_type","possible_cancer_cases","possible_cancer_deaths"
"United Kingdom","Europe & Central Asia","High income",2014,0.85,1959.5,726.96,"Historical Results",2352.34,872.7
"Georgia","Europe & Central Asia","Upper middle income",2014,0,0,0,"Historical Results",207.81,137.58
"Ghana","Sub-Saharan Africa","Lower middle income",2014,0,0,0,"Historical Results",7761.04,5669
"Guinea","Sub-Saharan Africa","Low income",2014,0,0,0,"Historical Results",5542.52,4441.49
"Gambia, The","Sub-Saharan Africa","Low income",2014,0,0,0,"Historical Results",1038.81,931.15
"Guinea-Bissau","Sub-Saharan Africa","Low income",2014,0,0,0,"Historical Results",602.34,489.74
"Equatorial Guinea","Sub-Saharan Africa","Upper middle income",2014,0,0,0,"Historical Results",249.83,164.45
"Greece","Europe & Central Asia","High income",2014,0,0,0,"Historical Results",443.9,208.57
"Guatemala","Latin America & Caribbean","Upper middle income",2014,0,0,0,"Historical Results",4098.17,2947.78
"Guyana","Latin America & Caribbean","Upper middle income",2014,0.04,8.26,5.22,"Historical Results",210.75,133.14
"Honduras","Latin America & Caribbean","Lower middle income",2014,0,0,0,"Historical Results",1714.95,1177.33
"Croatia","Europe & Central Asia","High income",2014,0,0,0,"Historical Results",185.4,92.55
"Haiti","Latin America & Caribbean","Lower middle income",2014,0,0,0,"Historical Results",1586.71,1316.44
"Hungary","Europe & Central Asia","High income",2014,0,0,0,"Historical Results",662.15,280.93
"Indonesia","East Asia & Pacific","Lower middle income",2014,0,0,0,"Historical Results",50911.97,36314.7
"India","South Asia","Lower middle income",2014,0,0,0,"Historical Results",211193.3,151939.88
"Ireland","Europe & Central Asia","High income",2014,0.87,219.28,94.33,"Historical Results",257.19,110.64
"Iran, Islamic Rep.","Middle East & North Africa","Lower middle income",2014,0,0,0,"Historical Results",1788.24,1492.45
"Iraq","Middle East & North Africa","Upper middle income",2014,0,0,0,"Historical Results",837.34,647.56
"Iceland","Europe & Central Asia","High income",2014,0.89,10.55,6.62,"Historical Results",12.09,7.59
"Israel","Middle East & North Africa","High income",2014,0.51,162.41,112.3,"Historical Results",324.95,224.68
"Italy","Europe & Central Asia","High income",2014,0.5,767.75,291.06,"Historical Results",1566.83,594
"Jamaica","Latin America & Caribbean","Upper middle income",2014,0,0,0,"Historical Results",497.43,363.43
"Jordan","Middle East & North Africa","Upper middle income",2014,0,0,0,"Historical Results",360.73,288.38
"Japan","East Asia & Pacific","High income",2014,0.01,62.98,23.16,"Historical Results",6426.63,2362.98
"Kazakhstan","Europe & Central Asia","Upper middle income",2014,0,0,0,"Historical Results",1418.8,743.09
"Kenya","Sub-Saharan Africa","Lower middle income",2014,0,0,0,"Historical Results",14440.82,10191.7
"Kyrgyz Republic","Europe & Central Asia","Lower middle income",2014,0,0,0,"Historical Results",687.83,479.32
"Cambodia","East Asia & Pacific","Lower middle income",2014,0,0,0,"Historical Results",1832.66,1307.11
"Kiribati","East Asia & Pacific","Lower middle income",2014,0,0,0,"Historical Results",29.53,24.25
"Korea, Rep.","East Asia & Pacific","High income",2014,0,0,0,"Historical Results",1940.14,1051.51
"Kuwait","Middle East & North Africa","High income",2014,0,0,0,"Historical Results",59.71,44.11
"Lao PDR","East Asia & Pacific","Lower middle income",2014,0,0,0,"Historical Results",750.03,512.6
"Lebanon","Middle East & North Africa","Lower middle income",2014,0,0,0,"Historical Results",250.51,179.71
"Liberia","Sub-Saharan Africa","Low income",2014,0,0,0,"Historical Results",1897.83,1561.58
"Libya","Middle East & North Africa","Upper middle income",2014,0,0,0,"Historical Results",433.36,335.85
"St. Lucia","Latin America & Caribbean","Upper middle income",2014,0,0,0,"Historical Results",29.34,23.33
"Sri Lanka","South Asia","Lower middle income",2014,0,0,0,"Historical Results",1699.67,1049.53
"Lesotho","Sub-Saharan Africa","Lower middle income",2014,0,0,0,"Historical Results",815.83,601.82
"Lithuania","Europe & Central Asia","High income",2014,0,0,0,"Historical Results",220.92,106.5
"Luxembourg","Europe & Central Asia","High income",2014,0.1,1.83,0.98,"Historical Results",18.7,10.02
"Latvia","Europe & Central Asia","High income",2014,0.48,60.98,33,"Historical Results",129.63,70.15
"Morocco","Middle East & North Africa","Lower middle income",2014,0,0,0,"Historical Results",3315.68,2091.9
"Moldova","Europe & Central Asia","Upper middle income",2014,0,0,0,"Historical Results",240.99,147.19
"Madagascar","Sub-Saharan Africa","Low income",2014,0,0,0,"Historical Results",10076.88,7794.94
"Maldives","South Asia","Upper middle income",2014,0,0,0,"Historical Results",58.7,40.01
"Mexico","Latin America & Caribbean","Upper middle income",2014,0.98,12725.79,7281.68,"Historical Results",13250.51,7581.92
"Marshall Islands","East Asia & Pacific","Upper middle income",2014,0.14,2.19,1.77,"Historical Results",15.99,12.87
"North Macedonia","Europe & Central Asia","Upper middle income",2014,0.47,35.18,23.13,"Historical Results",76.38,50.22
"Mali","Sub-Saharan Africa","Low income",2014,0,0,0,"Historical Results",5376.81,4395.41
"Malta","Middle East & North Africa","High income",2014,0.87,7.09,5.36,"Historical Results",8.32,6.29
"Myanmar","East Asia & Pacific","Lower middle income",2014,0,0,0,"Historical Results",9875.3,7309.01
"Montenegro","Europe & Central Asia","Upper middle income",2014,0,0,0,"Historical Results",75.61,45.78
"Mongolia","East Asia & Pacific","Lower middle income",2014,0,0,0,"Historical Results",369.76,333.07
"Mozambique","Sub-Saharan Africa","Low income",2014,0,0,0,"Historical Results",11942.91,9848.22
"Mauritania","Sub-Saharan Africa","Lower middle income",2014,0,0,0,"Historical Results",971.37,735.32
"Mauritius","Sub-Saharan Africa","Upper middle income",2014,0,0,0,"Historical Results",137.47,95.93
"Malawi","Sub-Saharan Africa","Low income",2014,0,0,0,"Historical Results",10091.62,8257.27
"Malaysia","East Asia & Pacific","Upper middle income",2014,0.85,2370.97,1957.43,"Historical Results",2846.3,2349.86
"Namibia","Sub-Saharan Africa","Upper middle income",2014,0,0,0,"Historical Results",807.62,576.12
"Niger","Sub-Saharan Africa","Low income",2014,0,0,0,"Historical Results",1862.36,1596.43
"Nigeria","Sub-Saharan Africa","Lower middle income",2014,0,0,0,"Historical Results",23723.24,18343.15
"Nicaragua","Latin America & Caribbean","Lower middle income",2014,0,0,0,"Historical Results",1321.15,898.87
"Netherlands","Europe & Central Asia","High income",2014,0.61,343.33,146.82,"Historical Results",574.32,245.6
"Norway","Europe & Central Asia","High income",2014,0.8,218.46,84.31,"Historical Results",278.64,107.54
"Nepal","South Asia","Lower middle income",2014,0,0,0,"Historical Results",6924.46,5417.49
"New Zealand","East Asia & Pacific","High income",2014,0.59,86.9,54.65,"Historical Results",150.3,94.51
"Oman","Middle East & North Africa","High income",2014,0,0,0,"Historical Results",167.38,128.24
"Pakistan","South Asia","Lower middle income",2014,0,0,0,"Historical Results",9966.69,6931.1
"Panama","Latin America & Caribbean","High income",2014,0.81,378.44,270.3,"Historical Results",476.75,340.51
"Peru","Latin America & Caribbean","Upper middle income",2014,0.02,130.44,93.48,"Historical Results",6655.06,4769.49
"Philippines","East Asia & Pacific","Lower middle income",2014,0,0,0,"Historical Results",15030.97,10744.01
"Papua New Guinea","East Asia & Pacific","Lower middle income",2014,0,0,0,"Historical Results",2051.11,1549.32
"Poland","Europe & Central Asia","High income",2014,0,0,0,"Historical Results",2092.92,1295.7
"Portugal","Europe & Central Asia","High income",2014,0.87,451.62,225.64,"Historical Results",529.69,264.65
"Paraguay","Latin America & Caribbean","Upper middle income",2014,0.3,591.59,436.15,"Historical Results",2012.2,1483.5
"West Bank and Gaza","Middle East & North Africa","Lower middle income",2014,0,0,0,"Historical Results",461.98,351.76
"Qatar","Middle East & North Africa","High income",2014,0,0,0,"Historical Results",34.56,38.13
"Romania","Europe & Central Asia","High income",2014,0,0,0,"Historical Results",1852.17,1097.78
"Russian Federation","Europe & Central Asia","Upper middle income",2014,0,0,0,"Historical Results",7088.18,3706.97
"Rwanda","Sub-Saharan Africa","Low income",2014,0.67,2212.26,1772.24,"Historical Results",3369.27,2699.12
"Saudi Arabia","Middle East & North Africa","High income",2014,0,0,0,"Historical Results",841.85,592.55
"Sudan","Sub-Saharan Africa","Low income",2014,0,0,0,"Historical Results",3551.08,2760.01
"Senegal","Sub-Saharan Africa","Lower middle income",2014,0,0,0,"Historical Results",5596.28,4418.5
"Singapore","East Asia & Pacific","High income",2014,0,0,0,"Historical Results",227.98,169.09
"Solomon Islands","East Asia & Pacific","Lower middle income",2014,0,0,0,"Historical Results",176.26,126.4
"Sierra Leone","Sub-Saharan Africa","Low income",2014,0,0,0,"Historical Results",1216.92,987.96
"El Salvador","Latin America & Caribbean","Lower middle income",2014,0,0,0,"Historical Results",937.05,722.19
"Somalia","Sub-Saharan Africa","Low income",2014,0,0,0,"Historical Results",3149.72,2656.87
"Serbia","Europe & Central Asia","Upper middle income",2014,0,0,0,"Historical Results",773.2,444.98
"São Tomé and Príncipe","Sub-Saharan Africa","Lower middle income",2014,0,0,0,"Historical Results",91.85,88.05
"Suriname","Latin America & Caribbean","Upper middle income",2014,0.4,40.01,28.22,"Historical Results",102.07,72
"Slovak Republic","Europe & Central Asia","High income",2014,0,0,0,"Historical Results",374.55,187.74
"Slovenia","Europe & Central Asia","High income",2014,0.44,21.76,14.39,"Historical Results",50.45,33.36
"Sweden","Europe & Central Asia","High income",2014,0,0,0,"Historical Results",416.46,178.3
"Eswatini","Sub-Saharan Africa","Lower middle income",2014,0,0,0,"Historical Results",810.24,586.1
"Chad","Sub-Saharan Africa","Low income",2014,0,0,0,"Historical Results",2186.48,1835.33
"Togo","Sub-Saharan Africa","Low income",2014,0,0,0,"Historical Results",1396.51,1100.31
"Thailand","East Asia & Pacific","Upper middle income",2014,0,0,0,"Historical Results",7662.14,5033.07
"Tajikistan","Europe & Central Asia","Lower middle income",2014,0,0,0,"Historical Results",624.56,468.25
"Turkmenistan","Europe & Central Asia","Upper middle income",2014,0,0,0,"Historical Results",599.06,400.33
"Timor-Leste","East Asia & Pacific","Lower middle income",2014,0,0,0,"Historical Results",211.28,159.95
"Tonga","East Asia & Pacific","Upper middle income",2014,0,0,0,"Historical Results",35.07,29.17
"Trinidad and Tobago","Latin America & Caribbean","High income",2014,0,0,0,"Historical Results",187.4,123.97
"Tunisia","Middle East & North Africa","Lower middle income",2014,0,0,0,"Historical Results",383.54,235.29
"Türkiye","Europe & Central Asia","Upper middle income",2014,0,0,0,"Historical Results",3908.8,2572.03
"Tuvalu","East Asia & Pacific","Upper middle income",2014,0,0,0,"Historical Results",3.91,3.25
"Tanzania","Sub-Saharan Africa","Lower middle income",2014,0,0,0,"Historical Results",33653.88,24680.91
"Uganda","Sub-Saharan Africa","Low income",2014,0,0,0,"Historical Results",21444.84,17176.11
"Ukraine","Europe & Central Asia","Lower middle income",2014,0,0,0,"Historical Results",1964.94,864.37
"Uruguay","Latin America & Caribbean","High income",2014,0,0,0,"Historical Results",242.23,162.04
"United States","North America","High income",2014,0.26,2872.74,1454.98,"Historical Results",11274.5,5710.28
"Uzbekistan","Europe & Central Asia","Lower middle income",2014,0,0,0,"Historical Results",2344.47,1582.28
"Vietnam","East Asia & Pacific","Lower middle income",2014,0,0,0,"Historical Results",4691.83,3326.03
"Vanuatu","East Asia & Pacific","Lower middle income",2014,0,0,0,"Historical Results",33.94,30.16
"Samoa","East Asia & Pacific","Lower middle income",2014,0,0,0,"Historical Results",21.55,17.26
"Kosovo","Europe & Central Asia","Upper middle income",2014,0,0,0,"Historical Results",59.39,35.59
"South Africa","Sub-Saharan Africa","Upper middle income",2014,0.65,8443.47,4941.89,"Historical Results",13255.05,7758.07
"Zambia","Sub-Saharan Africa","Low income",2014,0,0,0,"Historical Results",10950.42,7889.37
"Zimbabwe","Sub-Saharan Africa","Lower middle income",2014,0,0,0,"Historical Results",7892.13,6055.7
"Afghanistan","South Asia","Low income",2015,0,0,0,"Historical Results",3684.74,2853.86
"Angola","Sub-Saharan Africa","Lower middle income",2015,0,0,0,"Historical Results",10796.91,7877.93
"Albania","Europe & Central Asia","Upper middle income",2015,0,0,0,"Historical Results",115.01,69.8
"United Arab Emirates","Middle East & North Africa","High income",2015,0,0,0,"Historical Results",267.15,201.43
"Argentina","Latin America & Caribbean","Upper middle income",2015,0.49,2317.95,1517.13,"Historical Results",4827.04,3159.38
"Armenia","Europe & Central Asia","Upper middle income",2015,0,0,0,"Historical Results",134.17,98.94
"Australia","East Asia & Pacific","High income",2015,0.67,452.11,244.87,"Historical Results",688.56,372.94
"Austria","Europe & Central Asia","High income",2015,0,0,0,"Historical Results",225.34,117.93
"Azerbaijan","Europe & Central Asia","Upper middle income",2015,0,0,0,"Historical Results",363.93,245.72
"Burundi","Sub-Saharan Africa","Low income",2015,0,0,0,"Historical Results",4651.3,3882.41
"Belgium","Europe & Central Asia","High income",2015,0.66,278.44,126.99,"Historical Results",430.48,196.34
"Benin","Sub-Saharan Africa","Lower middle income",2015,0,0,0,"Historical Results",1466.44,1080.86
"Burkina Faso","Sub-Saharan Africa","Low income",2015,0,0,0,"Historical Results",2991.39,2481.81
"Bangladesh","South Asia","Lower middle income",2015,0,0,0,"Historical Results",13355.04,9339.72
"Bulgaria","Europe & Central Asia","Upper middle income",2015,0.08,35.86,19.62,"Historical Results",457.44,250.28
"Bahrain","Middle East & North Africa","High income",2015,0,0,0,"Historical Results",39.23,25.97
"Bahamas, The","Latin America & Caribbean","High income",2015,0.02,1.01,0.74,"Historical Results",51.39,37.8
"Bosnia and Herzegovina","Europe & Central Asia","Upper middle income",2015,0,0,0,"Historical Results",161.41,89.64
"Belarus","Europe & Central Asia","Upper middle income",2015,0,0,0,"Historical Results",398.5,183.47
"Belize","Latin America & Caribbean","Upper middle income",2015,0,0,0,"Historical Results",80.93,78.91
"Bolivia","Latin America & Caribbean","Lower middle income",2015,0,0,0,"Historical Results",3030.18,2301.47
"Brazil","Latin America & Caribbean","Upper middle income",2015,0.5,10367.04,6266.86,"Historical Results",21157.22,12789.5
"Barbados","Latin America & Caribbean","High income",2015,0.3,10.06,6.84,"Historical Results",34.22,23.28
"Brunei Darussalam","East Asia & Pacific","High income",2015,0.77,35.66,11.69,"Historical Results",47.26,15.49
"Bhutan","South Asia","Lower middle income",2015,0.96,73.4,49.08,"Historical Results",78.02,52.17
"Botswana","Sub-Saharan Africa","Upper middle income",2015,0.67,472.12,329.07,"Historical Results",719.04,501.18
"Central African Republic","Sub-Saharan Africa","Low income",2015,0,0,0,"Historical Results",880.13,722.74
"Canada","North America","High income",2015,0.75,670.5,385.39,"Historical Results",912.24,524.34
"Switzerland","Europe & Central Asia","High income",2015,0.56,82.46,45.02,"Historical Results",150.26,82.03
"Chile","Latin America & Caribbean","High income",2015,0.73,1067.16,734.38,"Historical Results",1491.7,1026.53
"China","East Asia & Pacific","Upper middle income",2015,0,0,0,"Historical Results",66304.88,42048.43
"Côte d’Ivoire","Sub-Saharan Africa","Lower middle income",2015,0,0,0,"Historical Results",6736.81,5231.8
"Cameroon","Sub-Saharan Africa","Lower middle income",2015,0,0,0,"Historical Results",6490.86,4810.72
"Congo, Dem. Rep.","Sub-Saharan Africa","Low income",2015,0,0,0,"Historical Results",24116.51,19316.1
"Congo, Rep.","Sub-Saharan Africa","Lower middle income",2015,0,0,0,"Historical Results",1122.36,781.59
